State,District,Subdistt,Level,Name,TRU,No_HH,TOT_P,TOT_M,TOT_F,P_06,M_06,F_06,P_SC,M_SC,F_SC,P_ST,M_ST,F_ST,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL,TOT_WORK_P,TOT_WORK_M,TOT_WORK_F,MAINWORK_P,MAINWORK_M,MAINWORK_F,MAIN_CL_P,MAIN_CL_M,MAIN_CL_F,MAIN_AL_P,MAIN_AL_M,MAIN_AL_F,MAIN_HH_P,MAIN_HH_M,MAIN_HH_F,MAIN_OT_P,MAIN_OT_M,MAIN_OT_F,MARGWORK_P,MARGWORK_M,MARGWORK_F,MARG_CL_P,MARG_CL_M,MARG_CL_F,MARG_AL_P,MARG_AL_M,MARG_AL_F,MARG_HH_P,MARG_HH_M,MARG_HH_F,MARG_OT_P,MARG_OT_M,MARG_OT_F,NON_WORK_P,NON_WORK_M,NON_WORK_F,Sex_Ratio,Child_Pop_Pct,SC_Pop_Pct,ST_Pop_Pct,Literacy_Rate,Male_Literacy_Rate,Female_Literacy_Rate,Gender_Literacy_Gap,Worker_Participation,Female_Worker_Part,Main_Worker_Pct,Marginal_Worker_Pct,Non_Worker_Pct,Agri_Worker_Pct
08,111,00000,DISTRICT,Sikar,Total,444816,2677333,1374990,1302343,379874,205589,174285,418806,216523,202283,75349,39098,36251,1652117,995275,656842,1025216,379715,645501,1006504,657854,348650,698711,546178,152533,313230,207912,105318,42399,30955,11444,16321,13023,3298,326761,294288,32473,307793,111676,196117,188081,49712,138369,45490,19650,25840,6455,2209,4246,67767,40105,27662,1670829,717136,953693,947.1654339304287,14.188522682833998,15.642656330011992,2.8143305296726258,71.91061951486402,85.10981263056898,58.227679782422534,26.882132848146448,37.593530576883786,26.77098122384042,69.41959495441648,30.580405045583525,62.40646942311622,35.33309355948908
08,112,00000,DISTRICT,Nagaur,Total,578809,3307743,1696325,1611418,507176,267391,239785,699911,360451,339460,10418,5475,4943,1758624,1102750,655874,1549119,593575,955544,1425882,857031,568851,985927,696079,289848,506175,306128,200047,123675,73644,50031,21682,17252,4430,334395,299055,35340,439955,160952,279003,228439,72801,155638,139726,49983,89743,7965,3295,4670,63825,34873,28952,1881861,839294,1042567,949.9465019969641,15.332992919945715,21.159775714134984,0.31495796378376434,62.795283954999114,77.17291351455002,47.817018109071455,29.355895405478563,43.10739981915161,35.30126882038056,69.14506249465244,30.854937505347568,56.8926001808484,44.17265944867808
08,113,00000,DISTRICT,Jodhpur,Total,649013,3687165,1923928,1763237,606490,320731,285759,608024,315199,292825,118924,61969,56955,2031532,1265753,765779,1655633,658175,997458,1489741,965103,524638,1056479,803328,253151,398287,253197,145090,103001,62642,40359,32550,25789,6761,522641,461700,60941,433262,161775,271487,194083,65973,128110,139016,44114,94902,9862,3638,6224,90301,48050,42251,2197424,958825,1238599,916.4776436540245,16.448680761506466,16.49028454110407,3.225350642024428,65.94437907276814,78.95180692079639,51.83014569421677,27.12166122657962,40.40342648077859,29.75425311515128,70.91695804841244,29.083041951587557,59.59657351922141,33.649339046183194
08,114,00000,DISTRICT,Jaisalmer,Total,117171,669919,361708,308211,130463,69610,60853,99134,52776,46358,42429,22497,19932,308653,210415,98238,361266,151293,209973,288903,182565,106338,175383,137757,37626,76728,54047,22681,14731,10254,4477,4573,3444,1129,79351,70012,9339,113520,44808,68712,55738,22265,33473,29141,11122,18019,2262,708,1554,26379,10713,15666,381016,179143,201873,852.0989306291262,19.47444392531037,14.797908403851809,6.333452253182847,57.21560238462451,72.03575512328054,39.71490713864116,32.32084798463938,43.1250643734541,34.501688778142245,60.70653471926563,39.29346528073437,56.8749356265459,31.65733827616882
08,115,00000,DISTRICT,Barmer,Total,451629,2603751,1369022,1234729,501522,263356,238166,436414,228431,207983,176257,92610,83647,1188322,783461,404861,1415429,585561,829868,1202482,696240,506242,741367,526455,214912,459715,296296,163419,50355,32003,18352,17364,13077,4287,213933,185079,28854,461115,169785,291330,294545,103708,190837,82341,30511,51830,13201,4115,9086,71028,31451,39577,1401269,672782,728487,901.905886099712,19.261519246656075,16.76097291945351,6.769349296457302,56.52676278369293,70.85874034292453,40.62573063619661,30.233009706727927,46.18268029469792,41.000251877132555,61.65306424545233,38.34693575454768,53.81731970530208,42.418098566132386
08,116,00000,DISTRICT,Jalor,Total,326134,1828730,936634,892096,316455,166999,149456,357196,185342,171854,178719,93290,85429,829582,543923,285659,999148,392711,606437,896644,494906,401738,660719,427864,232855,387143,232554,154589,87894,47862,40032,15542,10349,5193,170140,137099,33041,235925,67042,168883,106212,28580,77632,70119,18128,51991,6325,1868,4457,53269,18466,34803,932086,441728,490358,952.4488754412076,17.30463217642845,19.53246241927458,9.77284782335282,54.85655717379445,70.67285141658058,38.46533986857697,32.207511548003616,49.030966845843835,45.03304577085874,73.68799657389108,26.312003426108916,50.969033154156165,52.97944334652326
08,117,00000,DISTRICT,Sirohi,Total,201785,1036346,534231,502115,173364,91370,81994,201863,104899,96964,292470,148966,143504,476806,309900,166906,559540,224331,335209,419829,272196,147633,313292,239565,73727,102726,75237,27489,55034,29105,25929,7028,5517,1511,148504,129706,18798,106537,32631,73906,21354,5329,16025,42789,10286,32503,2415,771,1644,39979,16245,23734,616517,262035,354482,939.8836832755868,16.728389939267387,19.478340245439266,28.22126973037962,55.250978583562585,69.97680987939783,39.72807833933557,30.248731540062266,40.51050517877234,29.402228573135638,74.62371584621359,25.376284153786422,59.48949482122766,37.577204052125985
08,118,00000,DISTRICT,Pali,Total,418157,2037573,1025422,1012151,297434,156606,140828,398096,203328,194768,144578,74369,70209,1085693,667381,418312,951880,358041,593839,842327,523077,319250,605288,443714,161574,200091,136010,64081,115844,59878,55966,19095,14572,4523,270258,233254,37004,237039,79363,157676,43400,15259,28141,121436,33264,88172,7024,2651,4373,65179,28189,36990,1195246,502345,692901,987.0580112383,14.597464728871062,19.537753984765207,7.095598538064649,62.39116530346139,76.81499880296863,48.008832545451,28.80616625751763,41.33972132532185,31.541736361471756,71.85902861952663,28.140971380473378,58.66027867467815,37.507405081399504
08,119,00000,DISTRICT,Ajmer,Total,494832,2583052,1324085,1258967,381167,200511,180656,478027,243750,234277,63482,32408,31074,1526673,926268,600405,1056379,397817,658562,1053722,686149,367573,827181,601564,225617,246431,143636,102795,77796,38010,39786,27762,19023,8739,475192,400895,74297,226541,84585,141956,52425,15422,37003,67727,19107,48620,7840,3239,4601,98549,46817,51732,1529330,637936,891394,950.8203778458331,14.756458638850475,18.506286362024458,2.4576353863569143,69.33481993837098,82.4394298906881,55.68013309703787,26.759296793650236,40.79368127316059,29.19639672842894,78.50087594261105,21.49912405738895,59.20631872683941,30.769690677427253
08,120,00000,DISTRICT,Tonk,Total,266870,1421326,728136,693190,204038,107868,96170,287903,148110,139793,178207,92677,85530,749659,478329,271330,671667,249807,421860,649161,371848,277313,495797,318276,177521,273513,157826,115687,54875,25588,29287,12084,7288,4796,155325,127574,27751,153364,53572,99792,52570,15046,37524,58551,16746,41805,3920,1540,2380,38323,20240,18083,772165,356288,415877,952.0062186184999,14.355468062921526,20.255944097272547,12.538080637376648,61.58435801552303,77.1165044787092,45.447388697196075,31.669115781513128,45.67291388464012,40.005337641916356,76.3750440953785,23.6249559046215,54.327086115359876,50.58652630087144
08,121,00000,DISTRICT,Bundi,Total,220768,1110906,577160,533746,159884,84431,75453,210788,109333,101455,228549,119454,109095,585044,371705,213339,525862,205455,320407,526091,314806,211285,361070,259200,101870,190117,129122,60995,45911,26927,18984,7088,4812,2276,117954,98339,19615,165021,55606,109415,60336,17199,43137,65477,19216,46261,4084,1639,2445,35124,17552,17572,584815,262354,322461,924.7799570309793,14.392216803221874,18.974422678426436,20.573207814162494,61.517399176885505,75.43801968221882,46.55078737838021,28.887232303838616,47.35693208966375,39.585308367650526,68.6326129890076,31.367387010992392,52.64306791033625,44.864481620099944
08,122,00000,DISTRICT,Bhilwara,Total,498125,2408523,1220736,1187787,361683,187617,174066,407947,206332,201615,229273,117026,112247,1256126,777582,478544,1152397,443154,709243,1148165,674589,473576,883329,581039,302290,461822,260882,200940,77499,36559,40940,21262,15486,5776,322746,268112,54634,264836,93550,171286,93346,28377,64969,85553,24796,60757,8887,3463,5424,77050,36914,40136,1260358,546147,714211,973.0089061025479,15.016796601070448,16.93764186599007,9.51923647812373,61.36903714994821,75.26548248556072,47.20667718238056,28.058805303180165,47.67091698937482,39.87044815274119,76.93397725936603,23.06602274063397,52.32908301062519,46.972429920786645
08,123,00000,DISTRICT,Rajsamand,Total,243078,1156597,581339,575258,176041,92527,83514,148168,74738,73430,160809,81173,79636,619139,383334,235805,537458,198005,339453,550831,319534,231297,362584,257930,104654,142619,86411,56208,42579,21964,20615,8678,6086,2592,168708,143469,25239,188247,61604,126643,64963,18342,46621,64008,17970,46038,4827,1667,3160,54449,23625,30824,605766,261805,343961,989.5396661844466,15.220599742174674,12.81068513924902,13.903632812466228,63.14162577150106,78.42156084547842,47.95279657708076,30.468764268397663,47.62514514562981,40.20752427606396,65.8249081841799,34.175091815820096,52.37485485437019,33.621564508896554
08,124,00000,DISTRICT,Dungarpur,Total,282029,1388552,696532,692020,242239,126008,116231,52267,26543,25724,983437,491631,491806,681591,415820,265771,706961,280712,426249,641515,346624,294891,216411,170920,45491,108434,89800,18634,22771,11346,11425,4900,3667,1233,80306,66107,14199,425104,175704,249400,119415,69502,49913,161559,52244,109315,7614,2941,4673,136516,51017,85499,747037,349908,397129,993.5221928066478,17.445439565821086,3.764137029077773,70.82464322546078,59.459414662487475,72.88387517440108,46.157707076724286,26.726168097676798,46.200286341454984,42.61307476662524,33.73436318714293,66.26563681285707,53.79971365854501,20.452366663289247
08,125,00000,DISTRICT,Banswara,Total,367797,1797485,907754,889731,325283,168225,157058,80091,40639,39452,1372999,690476,682523,829343,513854,315489,968142,393900,574242,916574,482236,434338,542983,361194,181789,371712,249854,121858,56663,22256,34407,10913,6760,4153,103695,82324,21371,373591,121042,252549,174857,58631,116226,142707,38693,104014,8905,2902,6003,47122,20816,26306,880911,425518,455393,980.1455019752048,18.096562697324316,4.455725638878767,76.38444827077834,56.333505864005076,69.48395532832384,43.060000846216525,26.42395448210732,50.99202496821948,48.816777205694756,59.24049776668332,40.759502233316674,49.00797503178052,46.73654282141976
08,126,00000,DISTRICT,Chittaurgarh,Total,329119,1544338,783171,761167,212507,111120,101387,250224,126748,123476,201546,101893,99653,821825,514851,306974,722513,268320,454193,802755,456632,346123,656904,409334,247570,392499,216906,175593,73199,33898,39301,11734,8258,3476,179472,150272,29200,145851,47298,98553,60702,14899,45803,50270,14046,36224,3701,1432,2269,31178,16921,14257,741583,326539,415044,971.903964779084,13.76039442142847,16.202670658884262,13.050640468602081,61.70640268923009,76.60891807318194,46.52672102822153,30.08219704496041,51.98052498870066,45.47267551010488,81.83119382626082,18.168806173739185,48.01947501129934,58.012469557959776
08,127,00000,DISTRICT,Kota,Total,396501,1951014,1021161,929853,255056,134341,120715,405408,211161,194247,183816,96428,87388,1298345,765396,532949,652669,255765,396904,748811,534650,214161,577548,467365,110183,114308,90189,24119,58088,36092,21996,19591,12554,7037,385561,328530,57031,171263,67285,103978,25954,6526,19428,76904,23046,53858,5534,2159,3375,62871,35554,27317,1202203,486511,715692,910.5841292411285,13.072996913399903,20.779348584889703,9.42156232605199,76.55525667498841,86.30793171105748,65.8662675588095,20.44166415224798,38.380606187346686,23.031705011437293,77.12867465889256,22.871325341107436,61.61939381265332,23.02263187907229
08,128,00000,DISTRICT,Baran,Total,241428,1222755,633945,588810,182665,95542,87123,221184,114969,106215,276857,143094,133763,693307,432607,260700,529448,201338,328110,552583,329754,222829,359785,262557,97228,176689,129218,47471,75753,45340,30413,10317,5585,4732,97026,82414,14612,192798,67197,125601,39849,10892,28957,109284,35150,74134,4941,1599,3342,38724,19556,19168,670172,304191,365981,928.8029718666446,14.938806220379389,18.08898757314425,22.64206648102032,66.6583661029334,80.35003519668352,51.96467119937331,28.385363997310208,45.191636918270625,37.84395645454391,65.10967583150405,34.89032416849596,54.808363081729375,45.683996793241924
08,129,00000,DISTRICT,Jhalawar,Total,283295,1411129,725143,685986,208205,108890,99315,243582,125965,117617,182229,94185,88044,739792,466815,272977,671337,258328,413009,685950,402825,283125,475653,338321,137332,260966,185318,75648,96128,52848,43280,7414,5527,1887,111145,94628,16517,210297,64504,145793,67748,17225,50523,113644,31615,82029,3785,1369,2416,25120,14295,10825,725179,322318,402861,946.0009956656825,14.754497994159287,17.261497708572357,12.91370243259121,61.49947960137132,75.75054401357883,46.52982676832501,29.220717245253823,48.610013684078496,41.272708189379955,69.34222610977476,30.657773890225236,51.38998631592151,52.05831328814053
08,130,00000,DISTRICT,Udaipur,Total,623531,3068420,1566801,1501619,508550,264321,244229,188525,97094,91431,1525289,773213,752076,1582629,973444,609185,1485791,593357,892434,1365783,835839,529944,822355,623397,198958,341510,245534,95976,85328,44659,40669,22095,16071,6024,373422,317133,56289,543428,212442,330986,197596,77063,120533,217640,68968,148672,11440,4328,7112,116752,62083,54669,1702637,730962,971675,958.3980352322982,16.573676354605954,6.144041558847876,49.7092640512055,61.824584842199016,74.73773109759843,48.44837321753791,26.289357880060514,44.51095352005267,35.29150869827832,60.21124878549521,39.78875121450479,55.48904647994733,31.25225603188794
08,131,00000,DISTRICT,Pratapgarh,Total,178726,867848,437744,430104,150518,77856,72662,60429,30755,29674,550427,276742,273685,401515,250122,151393,466333,187622,278711,481294,251691,229603,327445,204151,123294,236894,146894,90000,39939,17607,22332,3546,2394,1152,47066,37256,9810,153849,47540,106309,69525,18571,50954,56876,18107,38769,1970,763,1207,25478,10099,15379,386554,186053,200501,982.5468767133302,17.343820576875213,6.963085701643605,63.42435541707765,55.973540769241495,69.49995554172409,42.35456381734659,27.145391724377504,55.45832910832311,53.38313524170898,68.03429920173532,31.965700798264677,44.54167089167688,57.518481427152636
09,132,00000,DISTRICT,Saharanpur,Total,597656,3466382,1834106,1632276,519591,275377,244214,764450,407029,357421,980,517,463,2077108,1220114,856994,1389274,613992,775282,1037344,911136,126208,882701,801589,81112,211817,202069,9748,211046,190347,20699,26927,21810,5117,432911,387363,45548,154643,109547,45096,9750,6013,3737,62004,45770,16234,7105,4071,3034,75784,53693,22091,2429038,922970,1506068,889.9572870924582,14.989432786115323,22.05325321906241,0.028271552298621445,70.48711632416415,78.27621093852748,61.740325720320854,16.53588521820663,29.925841987409353,7.732025711338034,85.0924090754851,14.907590924514915,70.07415801259064,40.7640088533794
09,133,00000,DISTRICT,Muzaffarnagar,Total,676642,4143512,2193434,1950078,646062,346805,299257,561250,298587,262663,317,176,141,2417339,1448528,968811,1726173,744906,981267,1291644,1081569,210075,1085491,962213,123278,308688,287616,21072,250584,220596,29988,33137,25219,7918,493082,428782,64300,206153,119356,86797,27361,11009,16352,73057,45610,27447,12815,5337,7478,92920,57400,35520,2851868,1111865,1740003,889.0525085322831,15.592135367292286,13.545272705859185,0.007650514828966345,69.1171853779182,78.44174438937111,58.686617143833274,19.755127245537835,31.172686358818318,10.772646017236234,84.03948766068669,15.96051233931331,68.82731364118169,43.29923725113112
09,134,00000,DISTRICT,Bijnor,Total,633197,3682713,1921215,1761498,564230,299659,264571,787444,413872,373572,3058,1588,1470,2135393,1241471,893922,1547320,679744,867576,1088036,921497,166539,839778,749729,90049,210909,194909,16000,211266,193230,18036,36119,26263,9856,381484,335327,46157,248258,171768,76490,21249,11349,9900,100223,73987,26236,16430,7226,9204,110356,79206,31150,2594677,999718,1594959,916.8666703101943,15.32104185148286,21.38217124169057,0.0830366091520029,68.47537729081736,76.56047648061491,59.717140515202146,16.843335965412763,29.544414674724855,9.454396201414932,77.18292409442334,22.817075905576655,70.45558532527514,38.8015653893805
09,135,00000,DISTRICT,Moradabad,Total,796170,4772006,2503186,2268820,784219,409325,374894,731406,385244,346162,685,377,308,2263848,1357435,906413,2508158,1145751,1362407,1417811,1193439,224372,1104968,988949,116019,327075,303626,23449,223292,203432,19860,62402,46680,15722,492199,435211,56988,312843,204490,108353,41563,22118,19445,115092,82953,32139,26331,10926,15405,129857,88493,41364,3354195,1309747,2044448,906.3729183528511,16.433738767302472,15.32701341951372,0.014354550266701259,56.769531572273046,64.82927949849584,47.85894485845804,16.970334640037798,29.711006230922592,9.889369804568013,77.93478820519802,22.065211794801986,70.28899376907741,38.818079419612346
09,136,00000,DISTRICT,Rampur,Total,393736,2335819,1223889,1111930,379227,197151,182076,307936,162844,145092,358,207,151,1043666,630408,413258,1292153,593481,698672,737261,609693,127568,564266,502124,62142,187684,176580,11104,150810,137840,12970,33853,22208,11645,191919,165496,26423,172995,107569,65426,26503,13732,12771,79428,57732,21696,20385,6913,13472,46679,29192,17487,1598558,614196,984362,908.5219329530701,16.235290491258098,13.183213254109157,0.01532653000938857,53.341013353831556,61.399110581277796,44.443321209566236,16.95578937171156,31.563276092882198,11.472664646155783,76.53544674138466,23.464553258615332,68.43672390711781,45.912370246086525
09,137,00000,DISTRICT,Jyotiba Phule Nagar,Total,314401,1840221,963449,876772,300231,157737,142494,318001,166662,151339,164,89,75,983110,600541,382569,857111,362908,494203,599089,459037,140052,453567,386571,66996,184263,163266,20997,82002,70588,11414,20251,12059,8192,167051,140658,26393,145522,72466,73056,33409,9660,23749,49875,27488,22387,11349,3326,8023,50889,31992,18897,1241132,504412,736720,910.0346774972002,16.314942607436826,17.280587494654178,0.008911973072799409,63.838726225494966,74.53544194451615,52.101383944500576,22.434058000015575,32.55527461103856,15.973594047255158,75.70945218490074,24.29054781509926,67.44472538896143,44.444982298122646
09,138,00000,DISTRICT,Meerut,Total,579110,3443689,1825743,1617946,503719,272034,231685,624149,334198,289951,3390,1828,1562,2141488,1254520,886968,1302201,571223,730978,1090539,898810,191729,890810,775053,115757,175944,158291,17653,112247,95206,17041,48232,37424,10808,554387,484132,70255,199729,123757,75972,20124,9253,10871,41748,26420,15328,14864,7024,7840,122993,81060,41933,2353150,926933,1426217,886.1849668874535,14.627308098960157,18.124429935455844,0.09844094516084351,72.84047116127034,80.74356266199139,63.98275649390699,16.7608061680844,31.667755131197968,11.85014827441707,81.68529506968572,18.314704930314278,68.33224486880202,26.42647351447312
09,139,00000,DISTRICT,Baghpat,Total,209916,1303048,700070,602978,194979,105924,89055,149060,79920,69140,14,10,4,797970,489858,308112,505078,210212,294866,416695,342604,74091,334519,292657,41862,112453,103167,9286,49442,42300,7142,13958,9807,4151,158666,137383,21283,82176,49947,32229,12265,4814,7451,25058,15695,9363,6389,2891,3498,38464,26547,11917,886353,357466,528887,861.3110117559672,14.963301428650363,11.439333009988887,0.0010744040127455012,72.01446841306814,82.44741191558977,59.95295015011977,22.49446176547,31.978484292213334,12.287512977256219,80.27910102113056,19.720898978869435,68.02151570778666,38.85215805325238
09,140,00000,DISTRICT,Ghaziabad,Total,850676,4681645,2488834,2192811,681231,368162,313069,773463,412750,360713,3968,2104,1864,3123264,1811397,1311867,1558381,677437,880944,1520538,1231615,288923,1252911,1071029,181882,139829,124521,15308,83227,69650,13577,63604,48277,15327,966251,828581,137670,267627,160586,107041,19039,9303,9736,40453,24449,16004,20068,8625,11443,188067,118209,69858,3161107,1257219,1903888,881.0595644386085,14.55110329809287,16.521180055301073,0.08475653322710287,78.07351939074306,85.41617939973744,69.78973710221935,15.626442297518096,32.47871207663118,13.175918946046878,82.39919028659592,17.60080971340407,67.52128792336882,14.669544595399787
